Project Name,Project ID,Created Date,Last Modified Date , Status ,# of Files in Deposit ,Total File Size ,,,,,,
  Replication data for: The Cyclical Behavior of Debt and Equity Finance  ,112414,  2011-04-01T00:00:00  ,  2019-10-11T19:43:51.837Z  ,  PUBLISHED  ,6,328860,,,,,,
  Replication data for: Risk Aversion and the Labor Margin in Dynamic Equilibrium Models  ,112535,  2012-06-01T00:00:00  ,  2019-10-11T21:41:36.372Z  ,  PUBLISHED  ,5,57462,,,,,,
"  Replication data for: The Willingness to Pay—Willingness to Accept Gap  the  Endowment Effect  Subject Misconceptions, and Experimental Procedures for Eliciting Valuations: Reply ",112402,  2011-04-01T00:00:00  ,  2019-10-11T19:13:33.698Z  ,  PUBLISHED  ,9,857682,,,,,,
  Replication data for: Incentives Work: Getting Teachers to Come to School  ,112523,  2012-06-01T00:00:00  ,  2019-10-11T21:31:55.364Z  ,  PUBLISHED  ,140,126695135,,,,,,
  Replication data for: The Use of Full-Line Forcing Contracts in the Video Rental Industry  ,112511,  2012-04-01T00:00:00  ,  2019-10-11T21:02:14.109Z  ,  PUBLISHED  ,41,4502894,,,,,,
  Replication data for: Female Labor Supply: Why Is the United States Falling Behind?  ,112620,  2013-05-01T00:00:00  ,  2019-10-11T22:33:45.658Z  ,  PUBLISHED  ,11,43755970,,,,,,
  Replication data for: Shifting Mandates: The Federal Reserve's First Centennial  ,112632,  2013-05-01T00:00:00  ,  2019-10-11T22:35:29.096Z  ,  PUBLISHED  ,2,488062,,,,,,
  Replication data for: The Dynamic Effects of Personal and Corporate Income Tax Changes in the United States  ,112644,  2013-06-01T00:00:00  ,  2019-10-11T22:41:31.566Z  ,  PUBLISHED  ,17,144161,,,,,,
  Matlab Codes for Optimal Collateralized Contracts  ,111022,  2019-08-01T10:32:09  ,  2019-08-01T14:32:09.529Z  ,  PUBLISHED  ,12,101870,,,,,,
  Data and Code for: Misunderstanding nonlinear prices: Evidence from a natural experiment on residential electricity demand  ,111481,  2019-08-19T15:21:49  ,  2019-08-19T19:21:49.088Z  ,  PUBLISHED  ,39,1048956,,,,,,
  Replication data for: Consumption Taxes and Redistribution  ,112368,  2010-09-01T00:00:00  ,  2019-10-11T18:56:20.829Z  ,  PUBLISHED  ,20,162634,,,,,,
  Replication data for: The Environment and Directed Technical Change  ,112489,  2012-02-01T00:00:00  ,  2019-10-11T20:34:50.927Z  ,  PUBLISHED  ,29,6598325,,,,,,
  Replication data for: Trade Liberalization and Embedded Institutional Reform: Evidence from Chinese Exporters  ,112671,  2013-10-01T00:00:00  ,  2019-10-11T23:06:09.596Z  ,  PUBLISHED  ,27,73150623,,,,,,
  Replication data for: A Study of the Internal Organization of a Bidding Cartel  ,112356,  2010-06-01T00:00:00  ,  2019-10-11T18:49:59.92Z  ,  PUBLISHED  ,24,1898205,,,,,,
  Replication data for: Buffalo Hunt: International Trade and the Virtual Extinction of the North American Bison  ,112477,  2011-12-01T00:00:00  ,  2019-10-11T20:31:23.773Z  ,  PUBLISHED  ,16,331657,,,,,,
  Replication data for: Debt Contracts with Partial Commitment  ,112683,  2013-12-01T00:00:00  ,  2019-10-11T23:17:52.577Z  ,  PUBLISHED  ,8,51216,,,,,,
  Data and Code for: The Size Distribution of Firms and Industrial Water Pollution: A Quantitative Analysis of China  ,112005,  2019-09-23T20:15:56  ,  2019-09-24T00:15:56.79Z  ,  PUBLISHED  ,77,23669952,,,,,,
  Replication data for: The Effect of Migration on Wages: Evidence from a Natural Experiment  ,112344,  2010-05-01T00:00:00  ,  2019-10-11T18:39:10.402Z  ,  PUBLISHED  ,5,179541768,,,,,,
  Replication data for: Clearing the Air? The Effects of Gasoline Content Regulation on Air Quality  ,112465,  2011-10-01T00:00:00  ,  2019-10-11T20:07:48.08Z  ,  PUBLISHED  ,18,1154663923,,,,,,
  Replication data for: Measuring the Effect of the Zero Lower Bound on Medium- and Longer-Term Interest Rates  ,112695,  2014-10-01T00:00:00  ,  2019-10-11T23:31:17.04Z  ,  PUBLISHED  ,12,821683,,,,,,
  Replication data for: The Influence of Technology on Foreign Direct Investment  ,112320,  2005-05-01T00:00:00  ,  2019-10-11T18:31:23.165Z  ,  PUBLISHED  ,4,1099325,,,,,,
  Replication data for: Monetary Policy Rules and Macroeconomic Stability: Some New Evidence  ,112332,  2010-03-01T00:00:00  ,  2019-10-11T18:34:53.552Z  ,  PUBLISHED  ,49,294791,,,,,,
  Replication data for: Dynamics and Stagnation in the Malthusian Epoch  ,112453,  2011-08-01T00:00:00  ,  2019-10-11T20:00:52.068Z  ,  PUBLISHED  ,9,250435,,,,,,
  Replication data for: Political Aid Cycles  ,112574,  2012-12-01T00:00:00  ,  2019-10-11T22:05:32.284Z  ,  PUBLISHED  ,70,1290940317,,,,,,
  Replication data for: Fertility and the Personal Exemption: Comment  ,112441,  2011-06-01T00:00:00  ,  2019-10-11T19:54:09.883Z  ,  PUBLISHED  ,22,187195,,,,,,
  Replication data for: Inequality at Work: The Effect of Peer Salaries on Job Satisfaction  ,112562,  2012-05-01T00:00:00  ,  2019-10-11T22:00:15.239Z  ,  PUBLISHED  ,19,833883,,,,,,
  Replication data for: Misclassification Errors and the Underestimation of the US Unemployment Rate  ,112598,  2013-04-01T00:00:00  ,  2019-10-11T22:17:24.837Z  ,  PUBLISHED  ,25,236648,,,,,,
  Replication data for: The Hidden Advantage of Delegation: Pareto Improvements in a Gift Exchange Game  ,112550,  2012-05-01T00:00:00  ,  2019-10-11T21:49:27.572Z  ,  PUBLISHED  ,11,678112,,,,,,
  Replication data for: The China Syndrome: Local Labor Market Effects of Import Competition in the United States  ,112670,  2013-10-01T00:00:00  ,  2019-10-11T23:05:23.941Z  ,  PUBLISHED  ,49,5132175,,,,,,
  Replication data for: The Political Economy of the US Mortgage Default Crisis  ,112379,  2010-12-01T00:00:00  ,  2019-10-11T19:05:58.081Z  ,  PUBLISHED  ,4,207744,,,,,,
  Replication data for: Intertemporal Price Discrimination in Storable Goods Markets  ,112682,  2013-12-01T00:00:00  ,  2019-10-11T23:17:41.566Z  ,  PUBLISHED  ,10,71160,,,,,,
  Replication data for: Determinants of Redistributive Politics: An Empirical Analysis of Land Reforms in West Bengal India,112367,  2010-09-01T00:00:00  ,  2019-10-11T18:55:32.144Z  ,  PUBLISHED  ,55,5898429,,,,,,
  Replication data for: The Cross-Section of Foreign Currency Risk Premia and Consumption Growth Risk: Reply  ,112488,  2011-12-01T00:00:00  ,  2019-10-11T20:34:41.723Z  ,  PUBLISHED  ,5,2074287,,,,,,
  Replication data for: Financial Networks and Contagion  ,112694,  2014-10-01T00:00:00  ,  2019-10-11T23:31:01.838Z  ,  PUBLISHED  ,15,3173538,,,,,,
  Data and Code for Uncertainty and Business Cycles: Exogenous Impulse or Endogenous Response?   ,110803,  2019-07-16T17:45:28  ,  2019-07-16T21:45:28.015Z  ,  PUBLISHED  ,44,416166092,,,,,,
  Replication data for: Product Creation and Destruction: Evidence and Price Implications  ,112355,  2010-06-01T00:00:00  ,  2019-10-11T18:49:18.863Z  ,  PUBLISHED  ,57,317667,,,,,,
  Replication data for: Who Thinks about the Competition? Managerial Ability and Strategic Entry in US Local Telephone Markets  ,112476,  2011-12-01T00:00:00  ,  2019-10-11T20:30:46.848Z  ,  PUBLISHED  ,36,7588416,,,,,,
  Replication data for: Some Fiscal Calculus  ,112343,  2010-05-01T00:00:00  ,  2019-10-11T18:38:55.711Z  ,  PUBLISHED  ,12,93762,,,,,,
  Replication data for: Bid Preference Programs and Participation in Highway Procurement Auctions  ,112464,  2011-10-01T00:00:00  ,  2019-10-11T20:06:29.287Z  ,  PUBLISHED  ,77,4529196,,,,,,
  Replication data for: Preferences for Truthfulness: Heterogeneity among and within Individuals  ,112597,  2013-02-01T00:00:00  ,  2019-10-11T22:17:17.097Z  ,  PUBLISHED  ,4,172722,,,,,,
  Data and Code for  Taxing Hidden Wealth: The Consequences of U.S. Enforcement Initiatives on Evasive Foreign Accounts   ,112222,  2019-10-07T07:09:31  ,  2019-10-07T11:09:31.051Z  ,  PUBLISHED  ,49,226248,,,,,,
  Replication data for: Finance and Development: A Tale of Two Sectors  ,112452,  2011-08-01T00:00:00  ,  2019-10-11T20:00:44.445Z  ,  PUBLISHED  ,3,1345474,,,,,,
  Replication data for: Human Capital Prices  Productivity and Growth,112573,  2012-12-01T00:00:00  ,  2019-10-11T22:04:20.35Z  ,  PUBLISHED  ,72,824387,,,,,,
  Replication data for: Group Size and Incentives to Contribute: A Natural Experiment at Chinese Wikipedia  ,112440,  2011-06-01T00:00:00  ,  2019-10-11T19:52:51.769Z  ,  PUBLISHED  ,32,1083372036,,,,,,
  Replication data for: Testing Models of Consumer Search Using Data on Web Browsing and Purchasing Behavior  ,112561,  2012-05-01T00:00:00  ,  2019-10-11T21:59:54.191Z  ,  PUBLISHED  ,25,2044836,,,,,,
  Replication data for: Adverse Selection and Inertia in Health Insurance Markets: When Nudging Hurts  ,112680,  2013-12-01T00:00:00  ,  2019-10-11T23:17:09.956Z  ,  PUBLISHED  ,12,18902138,,,,,,
  Data and Code for Risk  the College Premium  and Aggregate Human Capital Investment  ,111145,  2019-08-06T18:21:13  ,  2019-08-06T22:21:13.019Z  ,,135,4851652271,,,,,,
  Replication data for: Using Differences in Knowledge across Neighborhoods to Uncover the Impacts of the EITC on Earnings  ,112681,  2013-12-01T00:00:00  ,  2019-10-11T23:17:26.076Z  ,  PUBLISHED  ,12,17977237,,,,,,
  Replication data for: Environmental Regulations  Air and Water Pollution  and Infant Mortality in India  ,112693,  2014-10-01T00:00:00  ,  2019-10-11T23:23:21.98Z  ,  PUBLISHED  ,467,503016171,,,,,,
  Replication data for: Sudden Stops  Financial Crises  and Leverage  ,112378,  2010-12-01T00:00:00  ,  2019-10-11T19:05:48.851Z  ,  PUBLISHED  ,8,455564,,,,,,
  Replication data for: A Structural Analysis of Disappointment Aversion in a Real Effort Competition  ,112499,  2012-02-01T00:00:00  ,  2019-10-11T20:49:51.277Z  ,  PUBLISHED  ,41,812640,,,,,,
  Replication data for: Wage Risk and Employment Risk over the Life Cycle  ,112366,  2010-09-01T00:00:00  ,  2019-10-11T18:55:21.895Z  ,  PUBLISHED  ,5,9735867,,,,,,
  Replication data for: The Cross Section of Foreign Currency Risk Premia and Consumption Growth Risk: Comment  ,112487,  2011-12-01T00:00:00  ,  2019-10-11T20:33:58.891Z  ,  PUBLISHED  ,48,15178021,,,,,,
  Replication data for: Cultural Change as Learning: The Evolution of Female Labor Force Participation over a Century  ,112596,  2013-02-01T00:00:00  ,  2019-10-11T22:17:02.117Z  ,  PUBLISHED  ,12,84124208,,,,,,
  Replication data for: Antidumping Investigations and the Pass-Through of Antidumping Duties and Exchange Rates: Reply  ,112354,  2010-06-01T00:00:00  ,  2019-10-11T18:49:07.132Z  ,  PUBLISHED  ,9,3533795,,,,,,
  Replication data for: Happiness and Time Preference: The Effect of Positive Affect in a Random-Assignment Experiment  ,112475,  2011-12-01T00:00:00  ,  2019-10-11T20:30:37.242Z  ,  PUBLISHED  ,6,148655,,,,,,
  Replication data for: The Effectiveness of Peer Tutoring on Student Achievement at the University Level  ,112342,  2010-05-01T00:00:00  ,  2019-10-11T18:38:47.168Z  ,  PUBLISHED  ,4,2322861,,,,,,
  Replication data for: The Fundamental Law of Road Congestion: Evidence from US Cities  ,112463,  2011-10-01T00:00:00  ,  2019-10-11T20:06:19.026Z  ,  PUBLISHED  ,4,467857,,,,,,
  Replication data for: Growth Dynamics: The Myth of Economic Recovery: Comment  ,112584,  2012-12-01T00:00:00  ,  2019-10-11T22:10:29.227Z  ,  PUBLISHED  ,9,563928,,,,,,
  Replication data for: Climbing atop the Shoulders of Giants: The Impact of Institutions on Cumulative Research  ,112451,  2011-08-01T00:00:00  ,  2019-10-11T20:00:24.2Z  ,  PUBLISHED  ,20,55745448,,,,,,
  Replication data for: Exports  and Skills  ,112572,  2012-12-01T00:00:00  ,  2019-10-11T22:03:55.543Z  ,  PUBLISHED  ,22,80479816,,,,,,
  Replication data for: Physician Agency and Adoption of Generic Pharmaceuticals  ,112560,  2012-05-01T00:00:00  ,  2019-10-11T21:59:15.942Z  ,  PUBLISHED  ,44,521007,,,,,,
  Replication data for: Risk Preferences Are Not Time Preferences  ,112570,  2012-12-01T00:00:00  ,  2019-10-11T22:03:14.307Z  ,  PUBLISHED  ,28,1239985,,,,,,
  Replication data for: Taxes  Cigarette Consumption  and Smoking Intensity: Reply  ,112691,  2013-12-01T00:00:00  ,  2019-10-11T23:22:25.389Z  ,  PUBLISHED  ,6,489631,,,,,,
  Data and Code for: The Rise of Services and Balanced Growth in Theory and Data  ,111582,  2019-08-27T11:03:20  ,  2019-08-27T15:03:20.337Z  ,  PUBLISHED  ,31,7720296,,,,,,
  Replication data for: The Short-Run and Long-Run Effects of Behavioral Interventions: Experimental Evidence from Energy Conservation  ,112692,  2014-10-01T00:00:00  ,  2019-10-11T23:22:34.293Z  ,  PUBLISHED  ,23,213238,,,,,,
  Replication data for: Can Higher Prices Stimulate Product Use? Evidence from a Field Experiment in Zambia  ,112389,  2010-12-01T00:00:00  ,  2019-10-11T19:09:17.057Z  ,  PUBLISHED  ,15,1715603,,,,,,
  Replication data for: Children's Resources in Collective Households: Identification  Estimation  and an Application to Child Poverty in Malawi  ,112595,  2013-02-01T00:00:00  ,  2019-10-11T22:16:49.795Z  ,  PUBLISHED  ,9,95264,,,,,,
  Data and Code for: Bubbly Recessions  ,110902,  2019-07-26T14:18:34  ,  2019-07-26T18:18:34.953Z  ,  PUBLISHED  ,9,307656,,,,,,
  Replication data for: Social Identity and Preferences  ,112377,  2010-09-01T00:00:00  ,  2019-10-11T19:05:05.318Z  ,  PUBLISHED  ,51,2576803,,,,,,
  Replication data for: Testing Efficient Risk Sharing with Heterogeneous Risk Preferences  ,112498,  2012-02-01T00:00:00  ,  2019-10-11T20:42:17.663Z  ,  PUBLISHED  ,533,307890148,,,,,,
  Replication data for: Are Health Insurance Markets Competitive?  ,112365,  2010-09-01T00:00:00  ,  2019-10-11T18:55:12.756Z  ,  PUBLISHED  ,6,120677,,,,,,
  Replication data for: US International Equity Investment and Past and Prospective Returns  ,112486,  2011-12-01T00:00:00  ,  2019-10-11T20:33:42.279Z  ,  PUBLISHED  ,13,3792233,,,,,,
  Replication data for: Vertical Relationships and Competition in Retail Gasoline Markets: Empirical Evidence from Contract Changes in Southern California: Reply  ,112353,  2010-06-01T00:00:00  ,  2019-10-11T18:48:53.862Z  ,  PUBLISHED  ,10,77462,,,,,,
  Replication data for: The Effects of Rural Electrification on Employment: New Evidence from South Africa  ,112474,  2011-12-01T00:00:00  ,  2019-10-11T20:30:18.437Z  ,  PUBLISHED  ,17,27900580,,,,,,
  Replication data for: Do Traditional Institutions Constrain Female Entrepreneurship? A Field Experiment on Business Training in India  ,112341,  2010-05-01T00:00:00  ,  2019-10-11T18:38:40.803Z  ,  PUBLISHED  ,3,190286,,,,,,
  Replication data for: The Potential of Social Identity for Equilibrium Selection  ,112462,  2011-10-01T00:00:00  ,  2019-10-11T20:06:05.62Z  ,  PUBLISHED  ,14,7030599,,,,,,
  Replication data for: The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather: Reply  ,112583,  2012-12-01T00:00:00  ,  2019-10-11T22:10:11.918Z  ,  PUBLISHED  ,21,3399607,,,,,,
  Replication data for: New York City Cab Drivers' Labor Supply Revisited: Reference-Dependent Preferences with Rational-Expectations Targets for Hours and Income  ,112450,  2011-08-01T00:00:00  ,  2019-10-11T20:00:13.617Z  ,  PUBLISHED  ,7,6362584,,,,,,
  Replication data for: Married with Children: A Collective Labor Supply Model with Detailed Time Use and Intrahousehold Expenditure Information  ,112571,  2012-12-01T00:00:00  ,  2019-10-11T22:03:40.021Z  ,  PUBLISHED  ,13,172611,,,,,,
  Code for  Heterogeneous Beliefs and School Choice Mechanisms    ,111583,  2019-08-27T11:07:27  ,  2019-08-27T15:07:27.263Z  ,  PUBLISHED  ,67,2468092,,,,,,
  Replication data for: A Theory of Optimal Random Crackdowns  ,112348,  2010-06-01T00:00:00  ,  2019-10-11T18:43:08.247Z  ,  PUBLISHED  ,87,2671000,,,,,,
  Replication data for: Aggregate and Idiosyncratic Risk in a Frictional Labor Market  ,112469,  2011-10-01T00:00:00  ,  2019-10-11T20:11:19.278Z  ,  PUBLISHED  ,19,349160,,,,,,
  Replication data for: Patient Cost-Sharing and Hospitalization Offsets in the Elderly  ,112324,  2010-03-01T00:00:00  ,  2019-10-11T18:31:52.262Z  ,  PUBLISHED  ,30,301761,,,,,,
  Replication data for: Risk and Time Preferences: Linking Experimental and Household Survey Data from Vietnam  ,112336,  2010-03-01T00:00:00  ,  2019-10-11T18:35:55.295Z  ,  PUBLISHED  ,11,513495,,,,,,
  Replication data for: Trends in Quality-Adjusted Skill Premia in the United States  1960-2000  ,112457,  2011-10-01T00:00:00  ,  2019-10-11T20:02:27.336Z  ,  PUBLISHED  ,58,996086549,,,,,,
  Replication data for: Innovation and Foreign Ownership  ,112578,  2012-12-01T00:00:00  ,  2019-10-11T22:08:24.858Z  ,  PUBLISHED  ,9,178682,,,,,,
  Replication data for: An Experimental Component Index for the CPI: From Annual Computer Data to Monthly Data on Other Goods  ,112445,  2011-08-01T00:00:00  ,  2019-10-11T19:57:19.375Z  ,  PUBLISHED  ,26,158311,,,,,,
  Replication data for: Pricing and Welfare in Health Plan Choice  ,112566,  2012-12-01T00:00:00  ,  2019-10-11T22:01:06.404Z  ,  PUBLISHED  ,37,713394,,,,,,
  Replication data for: Using Loopholes to Reveal the Marginal Cost of Regulation: The Case of Fuel-Economy Standards  ,112433,  2011-06-01T00:00:00  ,  2019-10-11T19:50:15.703Z  ,  PUBLISHED  ,20,1354616,,,,,,
  Replication data for: Educational Reform  Ability  and Family Background  ,112312,  2005-03-01T00:00:00  ,  2019-10-11T18:28:22.582Z  ,  PUBLISHED  ,8,55194488,,,,,,
  Replication data for: US Trade and Inventory Dynamics  ,112421,  2011-05-01T00:00:00  ,  2019-10-11T19:46:50.034Z  ,  PUBLISHED  ,23,2432712,,,,,,
  Replication data for: The Impact of Family Income on Child Achievement: Evidence from the Earned Income Tax Credit  ,112542,  2012-05-01T00:00:00  ,  2019-10-11T21:44:36.984Z  ,  PUBLISHED  ,9,34097679,,,,,,
  Replication data for: Discretionary Tax Changes and the Macroeconomy: New Narrative Evidence from the United Kingdom  ,112651,  2013-06-01T00:00:00  ,  2019-10-11T22:46:16.717Z  ,  PUBLISHED  ,20,257419,,,,,,
  Replication data for: Competitive Pressure and the Adoption of Complementary Innovations  ,112530,  2012-06-01T00:00:00  ,  2019-10-11T21:39:33.568Z  ,  PUBLISHED  ,10,1150654,,,,,,
  Replication data for: Regional Effects of Trade Reform: What Is the Correct Measure of Liberalization?  ,112663,  2013-08-01T00:00:00  ,  2019-10-11T22:58:59.704Z  ,  PUBLISHED  ,18,1869321669,,,,,,
  Replication data for: Urban Accounting and Welfare  ,112675,  2013-10-01T00:00:00  ,  2019-10-11T23:15:17.337Z  ,  PUBLISHED  ,39,1056881,,,,,,
  Replication data for: Vertical Integration and Exclusivity in Platform and Two-Sided Markets  ,112687,  2013-12-01T00:00:00  ,  2019-10-11T23:20:30.152Z  ,  PUBLISHED  ,41,445339,,,,,,
  Replication data for: Private Equity Premium Puzzle Revisited  ,112699,  2014-10-01T00:00:00  ,  2019-10-11T23:34:19.05Z  ,  PUBLISHED  ,89,1000021624,,,,,,
  Replication Package for Pinkovskiy and Sala-i-Martin (2019) AEJ Macro  ,111003,  2019-07-31T16:30:55  ,  2019-07-31T20:30:55.409Z  ,  ,40,59039819,,,,,,
  Currency Based on Time Standard   ,111221,  2019-08-08T07:52:34  ,  2019-08-08T11:52:34.773Z  ,  ,6,1294253,,,,,,
  Replication data for Beyond Competitive Devaluations  ,111342,  2019-08-12T12:04:38  ,  2019-08-12T16:04:38.317Z  ,  ,1020,86567568,,,,,,
  Data & Code for: Non-dogmatic Social Discounting  ,111681,  2019-09-02T13:49:33  ,  2019-09-02T17:49:33.594Z  ,  PUBLISHED  ,4,73058,,,,,,
